,Iris ID,Risk ID 1,Risk ID 2,Risk ID 3,Risk ID 4,Assessment ID,Ledger,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,Construction Type,Units,LATITUDE,LONGITUDE,Rentable Sqft,Replacement Cost,Primary Use,Number of beds,n Floors,Seismic Risk 2022,Seismic Hazard 2022,Wildfire Risk 2022,Wildfire Hazard 2022,Wildfire Risk 2052,Wildfire Hazard 2052,Flood Risk 2022,Flood Hazard 2022,Flood Risk 2037,Flood Hazard 2037,Flood Risk 2052,Flood Hazard 2052,Extreme Heat Risk 2022,Extreme Heat Hazard 2022,Extreme Heat Risk 2050,Extreme Heat Hazard 2050
10,2f3a1499-6306-45d5-8604-1700d208b327,c05bcb74-52e9-4298-b5f9-15700c16f333,c869535c-c29b-437a-97bd-c348ce1df0e1,f215952b-24e9-4c78-89b5-961bd09a7ae5,ce018ee8-4ebc-4883-86d0-fa4fb54cfc46,,19158,71 Broadway,71 Broadway,New York,NY,New York,10006,New York - Manhattan,Manhattan-Financial,1,1897,High-Rise,238,40.70742535,-74.0119528770447,185905,245055425.0,PRIMARY_USE_FOOD_SERVICE,299,25.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
11,50d1dd4d-f679-4568-9e56-3129379590bc,e8b8568a-4b69-4a25-a9d3-73732aa181d1,636a1968-e071-4ff3-9aa5-6a9070d8e1b6,d44b6640-fdc8-44d6-a01d-ae1e80d5956f,3d571cd9-c730-4e4e-b196-b3745341fae2,,19163,180 Riverside Boulevard,180 Riverside Boulevard,New York,NY,New York,10069,New York - Manhattan,Manhattan-Upper West Side,1,1998,High-Rise,516,40.778449,-73.988156,391226,515338586.0,PRIMARY_USE_SCHOOL,594,45.0,Very Low,Low,Very Low,Low,,,Medium,Very High,Medium,Very High,Medium,Very High,Very Low,Medium-High,Very Low,Medium-High
12,4c9b045f-0ac7-4ed8-91ef-46209b6b306c,b9b7bb00-393f-4258-987c-b594853b2e14,b6d0e8cd-2645-4b6d-b3b2-ca66e7cf99b5,b4dbbf1f-0483-4533-a15c-68bff970904f,7fbcd000-b06f-41a8-a31c-dde2806ab921,,19176,The Prime,1415 North Taft Street,Arlington,VA,Arlington,22201,Washington DC,VA-Arlington-RB Corridor,1,2002,High-Rise,281,38.89037595,-77.0814029711295,265293,163604403.0,PRIMARY_USE_RESIDENTIAL,390,15.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
13,e6ba09c6-768d-4896-b0cd-a5b675d03db6,3966e1e2-370c-43e3-97a5-7896269f0897,89cc9a0a-af6b-400d-a199-ca4e630b10ea,818b43a4-ee5b-4bad-ac0d-0effb755b75c,fdf316e1-cf60-42e1-afbe-b4fe7426d75f,,19178,Ten23,500 W. 23rd Street,New York,NY,New York,10011,New York - Manhattan,Manhattan-Chelsea,1,2011,High-Rise,111,40.74768257,-74.0042117324961,76880,82162383.0,PRIMARY_USE_RETAIL,137,13.0,Very Low,Low,Very Low,Low,,,Low,High,Low,High,Low,High,Very Low,Medium-High,Very Low,Medium-High
14,fc03ec18-8959-421d-9cd2-17f047052687,909b66c6-2e63-4030-a8fe-cdf06e1196fe,629fc9e9-1384-456d-bf96-043f87d69c8d,d80aee74-87ea-4117-ba34-fa8c092881b9,b33289e1-35cf-41c8-ab76-6421efab7077,,19179,Parc 77,50 West 77th Street,New York,NY,New York,10024,New York - Manhattan,Manhattan-Upper West Side,1,1903,High-Rise,137,40.780464,-73.975879,73643,97168665.0,PRIMARY_USE_OFFICE,138,14.0,Very Low,Low,Very Low,Medium,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
15,a7603a3b-a8b4-4a94-bafc-31dc15c1eb16,588df2eb-53f9-4d84-9c98-60c2b273a690,3e610763-63f5-448b-8fce-c233c96242c1,d9c69973-945c-4414-96b2-a11abb078399,406b7436-df77-4938-89c4-3358acf17afb,,19180,Parc Cameron,41 West 86th Street,New York,NY,New York,10024,New York - Manhattan,Manhattan-Upper West Side,1,1927,High-Rise,166,40.786056,-73.97119,78374,103369711.0,PRIMARY_USE_FOOD_SERVICE,173,17.0,Very Low,Low,Very Low,Medium,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
16,5f9228b2-8848-4ce0-af81-e3f69f4f7c9d,ccc6cc0f-9a74-46a9-a95d-54c5d4ffb634,304d09db-ca56-44a5-bf30-3d79a7aa5dcc,36df66ed-573d-453b-9c83-8c95e1551233,dcb8f52e-2fd4-4c57-97d8-8c2659490cf0,,19183,Parc Coliseum,228 West 71st Street,New York,NY,New York,10023,New York - Manhattan,Manhattan-Upper West Side,2,1910,High-Rise,177,40.778508,-73.983488,94190,124215315.0,PRIMARY_USE_HEALTHCARE,191,16.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
17,a712336e-f0ad-4141-b0b4-e07c0f551904,6fe691b7-7d4e-491d-be62-9843d27ea261,c2bddaf7-07a9-473b-b51f-fbb9613145e1,51341396-aa7e-4d04-bc82-87c1ab2fa173,ada0314d-50ed-4377-9b8b-66f1179d6c31,,19206,Sheffield Court,701 North Wayne Street,Arlington,VA,Arlington,22201,Washington DC,VA-Arlington-RB Corridor,37,1986,Garden,597,38.88207266,-77.0860083077432,394256,156625512.0,PRIMARY_USE_RESIDENTIAL,645,4.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
18,0739c572-141c-48aa-8be7-8e5959f610c7,651464c4-1bac-4d3b-ab18-08f876ac7649,336fc2c2-b9ca-4cf0-a777-2b03f47e7036,d279ac96-a938-49dc-851e-2548fc1dcb8b,e82664cc-4479-4a5a-bf94-d97ea3f50d4d,,19216,The Reserve at Fairfax Corner,11727 Fairfax Woods Way,Fairfax,VA,Fairfax,22030,Washington DC,VA-Fairfax,24,2001,Garden,652,38.85807926,-77.3536282949218,616722,225150911.0,PRIMARY_USE_RESIDENTIAL,1044,4.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
19,fcc4de85-bdca-4c58-b61f-9e7c98111dec,7c847e9f-75f0-402a-bdf2-6ed76beb1f59,977c6b7a-b3cf-4614-a566-9b4b1ea31869,23de902e-5194-4f84-8257-254bafd38d26,202c6335-c91c-42e0-b6eb-5cac857bfbf3,,19217,The Reserve at Eisenhower,5000 Eisenhower Avenue,Alexandria,VA,Alexandria City,22304,Washington DC,VA-Alexandria,5,2002,Mid-Rise,226,38.80325817,-77.1192078632788,227897,79553382.0,PRIMARY_USE_RESIDENTIAL,356,5.0,Very Low,Low,Very Low,Low,,,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium-High,Very Low,High
20,22160293-bd21-4506-92be-71562d8a3b5c,6ed6cf79-bbf1-49e4-98b4-cf5d8be72888,3ce50430-0939-4003-8312-e19ab5cb091d,3a93d412-632f-4b6f-b544-bdba40056c12,28a00dc3-9ed0-4620-a4b8-d3f4b1253011,,19221,1210 Mass,1210 Massachusetts Avenue,Washington,DC,District of Columbia,20005,Washington DC,DC-Central,1,2004,High-Rise,144,38.904376,-77.028222,130479,81077635.0,PRIMARY_USE_RETAIL,213,13.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
21,765558ce-e17f-4b36-b770-6622ecff64f3,4a072c5f-658d-496d-9b76-d668d3dba801,5d54f846-4627-427c-b480-2a595a375956,5826f28d-5d57-4ec6-99c1-2eae40eb0bfe,11e392ab-a683-4e07-950a-f00cbf2bd4c9,,19223,2400 M,2400 M Street NW,Washington,DC,District of Columbia,20037,Washington DC,DC-Central,1,2006,Mid-Rise,359,38.90529368,-77.0514391589947,330088,221273525.0,PRIMARY_USE_FOOD_SERVICE,439,10.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
22,e48d8c0c-a94f-41c7-b8ec-45e7beeccf50,410730b2-da3a-468f-8e45-37b24b47e78f,8c411846-bf39-4d0c-adbe-6ecc8e0d5468,c87b7406-7571-4559-aa9e-a711538aa4d7,761e51b7-5bf1-4e03-94bd-63415cdde46d,,19224,Reserve at Potomac Yard,3700 Richmond Hwy,Alexandria,VA,Alexandria City,22305,Washington DC,VA-Alexandria,2,2002,Mid-Rise,588,38.83794802,-77.05205387602,514532,184052973.0,PRIMARY_USE_RESIDENTIAL,824,5.0,Very Low,Low,Very Low,Low,,,Very Low,Medium,Very Low,Medium,Very Low,Medium,Very Low,Medium-High,Very Low,High
23,0e2d162a-c0f8-4fa8-9c1b-a60d7392552f,53e37456-e22d-45dd-b410-e0c0cf87549e,e0c10796-62e1-40c3-9226-479c95874462,a5f9a515-4717-46fb-9e96-d3bfaca84505,2f2bbbad-8103-455b-9cb4-7beed2f55615,,19225,Carlyle Mill,2201 Mill Road,Alexandria,VA,Alexandria City,22314,Washington DC,VA-Alexandria,24,2002,Mid-Rise,317,38.799884,-77.06741,303201,131547369.0,PRIMARY_USE_RESIDENTIAL,496,4.0,Very Low,Low,Very Low,Low,,,High,Very High,High,Very High,High,Very High,Very Low,Medium-High,Very Low,High
24,5160ec4a-5121-415e-bbfd-47662f52c4e7,c325c424-918d-469f-a388-856e508293e7,d11900c2-f846-409f-a3cd-d3ada9687f30,0f2cd491-75d2-4f9b-8320-ea46f125ce40,c06be856-795d-4426-8490-6ed24b6d57bd,,19226,Reserve at Clarendon Centre,3000 N. Washington Blvd.,Arlington,VA,Arlington,22201,Washington DC,VA-Arlington-RB Corridor,1,2003,High-Rise,252,38.88497728,-77.0937795016596,216340,129651445.0,PRIMARY_USE_FOOD_SERVICE,346,11.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
25,ed92f107-9b4d-4c44-aa99-ad40c8cc70cd,7c261cec-9ec4-470c-b76c-31bfb2bd20f6,7738782c-5041-40e2-9dc4-b280b29d8ed4,55ff0a67-a4c1-4c8f-9e6f-881a013f9e13,1d2f6918-8968-4de4-8543-08caa9cef1db,,19231,Church Corner,10 Magazine Street,Cambridge,MA,Middlesex,2139,Boston,MA-Cambridge,1,1987,Mid-Rise,85,42.36452836,-71.1050218260682,81632,70873378.0,PRIMARY_USE_RESIDENTIAL,182,10.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
26,379a2081-c5a8-422e-b331-97a11c0886a4,97086a28-6ef1-4d32-8142-2523b063ce2a,14effac0-0530-467d-bd90-1dee57ab8cf4,fa77edfe-f4a9-4db5-ad8a-35e36999f15a,c82a0d8b-4201-4a79-bf8d-bf1fa041467a,,19234,The Veridian,1133 East-West Highway,Silver Spring,MD,Montgomery,20910,Washington DC,MD-Silver Spring,1,2009,High-Rise,457,38.9899,-77.028575,395471,225923615.0,PRIMARY_USE_FOOD_SERVICE,621,15.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
27,d43d8503-3b56-4d4e-8b23-672dd06068d3,54da02bd-41c8-49a7-951b-b7fbb8940390,851d4def-db9e-4426-9389-26a2d8e5bd84,c179d767-9b7f-4843-9034-c7a51e2d853c,93caaa0e-db6f-4d19-bf5d-4e9bf946227f,,19235,Highlands at South Plainfield,1300  Cook Lane,South Plainfield,NJ,Middlesex,7080,New York - Manhattan,NY-Suburbs,12,2000,Garden,252,40.55646459,-74.417526969741,230034,223756758.0,PRIMARY_USE_RESIDENTIAL,387,3.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
28,643578d4-4bf3-4427-8579-7e536cdcb215,8afd2ca3-c528-4278-96b9-a70b9704ebc6,095c1cdb-fdf3-4135-b9c0-f0af37ddeebd,1d538b07-922f-4ce8-a50d-72cedcb9b8e2,fadca193-da03-498e-b3ba-9cb1ca15b9b8,,19236,600 Washington,600 Washington Street,New York City,NY,New York,10014,New York - Manhattan,Manhattan-Chelsea,1,2004,Mid-Rise,135,40.73045,-74.009087,74089,89851511.0,PRIMARY_USE_RETAIL,149,7.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Medium,Very Low,Medium,Very Low,Medium-High,Very Low,Medium-High
29,11c9746a-ea8e-4ed6-b111-5192324f30f1,1eb1c500-7414-4d1c-96b5-7ce8b97f2b0a,582d6d1f-b83d-46cd-930c-13619639f4fd,7c0f5be4-185e-4de5-a0dc-ea8acaa65d99,a3d356cf-e713-49ad-8782-a866dd440589,,19239,Heritage at Stone Ridge,2 Littles Brook Court,Burlington,MA,Middlesex,1803,Boston,128 North,5,2005,Garden,180,42.48896655,-71.1869430541992,186514,85533396.0,PRIMARY_USE_RESIDENTIAL,292,3.0,Very Low,Low,Very Low,Low,,,Low,High,Low,High,Low,High,Very Low,Medium-High,Very Low,Medium-High
30,b9b43ddb-b615-4ffa-aa86-c2ece47fea76,2c638468-c302-44ec-b2be-2572d888e719,e8e3cf36-48a1-49be-802b-5c3350b8c98f,f7ab364d-fcf6-4aa8-acc2-3dbae486f715,87836198-aac5-4cfa-be1e-647c541d57ae,,19241,2201 Pershing,2201 N Pershing Drive,Arlington,VA,Arlington,22201,Washington DC,VA-Arlington-RB Corridor,2,2012,High-Rise,188,38.881071,-77.084407,180079,86393840.0,PRIMARY_USE_SCHOOL,295,5.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
31,22e5ac4c-11f6-4909-85af-4728abf75464,a56f628e-6cdb-40ec-a41d-f75e5f4366be,370bfb7b-75e0-48fc-a86b-2888ba52ffb1,dfe33514-73b9-493d-8bfd-e1ef43c740c4,bb9eb7d4-ae43-4c09-96ec-fc71487d9c98,,19242,70 Greene,70 Greene Street,Jersey City,NJ,Hudson,7302,New York - Manhattan,Hudson Waterfront,1,2010,High-Rise,480,40.714778,-74.036058,384771,509036580.0,PRIMARY_USE_FOOD_SERVICE,610,51.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Medium,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
32,b34269ab-9cdb-406c-999a-4130b5d60b1b,817d5b36-90d4-480b-8e34-1482a659aa25,c4726a1a-5888-4a2c-ba56-1c78d263a433,1622b9d4-beb9-492e-8c5e-eb30b4055192,ed1900d7-66d1-49fb-b79f-5c8cafba2998,,19244,Mosaic at Metro,6210 Belcrest Road,West Hyattsville,MD,Prince George,20782,Washington DC,MD-Prince George,1,2008,Mid-Rise,260,38.964096,-76.952298,257047,103596795.0,PRIMARY_USE_RESIDENTIAL,417,5.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
33,105cd938-5b90-47cf-bd7c-fea3d94cfb3c,99de6d32-a08a-4a07-9c83-237d7ffab48b,0e649eb3-241f-4e7a-ab0d-01ecc1a15b04,04aaafef-07cc-48ac-8745-6e969104992d,633d474e-6381-410a-a97c-402c20fffbe0,,19257,Longview Place,70 Hope Avenue,Waltham,MA,Middlesex,2453,Boston,128 West,3,2004,High-Rise,348,42.36913533,-71.2483738363685,354956,339990279.0,PRIMARY_USE_RESIDENTIAL,549,7.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
34,7a1c34c0-3d59-416b-bd40-953b80034498,6d945220-b1eb-4a69-8d1c-ebb6977a1f5a,6eca836f-16ce-4aba-bed9-ad7e48db7460,55afeb88-9620-440a-818c-2ac6de658f78,74448f8b-db00-41ec-991a-a67a77fe2c36,,19260,Liberty Tower,818 N. Quincy Street,Arlington,VA,Arlington,22203,Washington DC,VA-Arlington-RB Corridor,1,2008,High-Rise,235,38.880331,-77.107594,220812,136300895.0,PRIMARY_USE_FOOD_SERVICE,338,21.0,Very Low,Low,Very Low,Low,,,Very Low,Medium,Very Low,High,Very Low,High,Very Low,Medium-High,Very Low,High
35,5babf6bd-1124-442c-af78-6fca910d335f,7bb41919-2874-4342-8eb5-29fc24d964e3,6068f1a9-ff25-45c3-b67f-b65589f6d968,c5d29de8-059f-4ce9-84ae-9d1f51f8198d,e87897fc-fee5-4fb1-a79f-512fdf0cda1d,,19264,1111 Belle Pre,1111 Belle Pre Way,Alexandria,VA,Alexandria,22314,Washington DC,VA-Alexandria,2,2013,Mid & High Rises,360,38.81373,-77.049876,295165,186442569.0,PRIMARY_USE_FOOD_SERVICE,485,7.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,High
36,f64ee5ae-ad37-4353-ad17-111698273d69,33e7c985-e0e4-48dc-8746-35f89bf8a475,c4b3d47f-8c69-482a-957f-55e439e2acf1,c2c85ee7-d719-4618-9f75-7aff1680d492,4fba0ba3-7363-4056-b1a0-adc3233d65b9,,19276,777 6th Avenue,777 Sixth Avenue,New York,NY,New York,10001,New York - Manhattan,Manhattan-Chelsea,1,2002,High-Rise,294,40.744981,-73.991288,199571,263003611.0,PRIMARY_USE_RETAIL,325,32.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
37,407e9555-b3c2-493e-a467-936826d1a522,98d52ad2-4960-4152-b003-ae5dec875931,1331cfb5-2929-45ab-83bb-5b2cab738068,f653130d-8f12-43a2-9442-bb9c0f9f00da,f835a204-b5b0-4049-9522-dd326cbe9abe,,19278,Longacre House,305 West 50th Street,New York,NY,New York,10019,New York - Manhattan,Manhattan-Midtown/West,1,1998,High-Rise,293,40.762352,-73.986258,206944,272721074.0,PRIMARY_USE_RETAIL,317,26.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
38,cbb17e12-917d-415c-a294-d98ab2ff47a8,a74493ee-3bac-4fac-846f-c9f043b15ef9,3110013e-c7b6-4b32-8207-132a9c3b970f,d605084e-21b9-4135-aa83-ab71f613f8be,d692e0b2-f027-4ea4-a3ef-30b5acad464a,,19288,425 Mass,425 Massachusetts Ave NW,Washington,DC,-1,20001,Washington DC,DC-Central,1,2009,High-Rise,559,38.900411,-77.016821,485693,303579033.0,PRIMARY_USE_RESIDENTIAL,645,19.0,Very Low,Low,Very Low,Low,,,Very Low,Medium,Very Low,Medium,Very Low,Medium,Very Low,Medium-High,Very Low,High
39,4f653c32-180a-456b-9c2a-7a5ca74f9de6,e50cbae5-60a5-43aa-a788-685e83ac473d,c0dfd3a0-4cbd-4533-9150-16916150e656,2c7640dd-b714-4532-ba93-6cb9452176ae,331c49a2-a941-4211-b378-01316f39de8b,,19306,1401 Joyce on Pentagon Row,1401 South Joyce Street,Arlington,VA,Arlington,22202,Washington DC,VA-South Arlington,1,2004,High-Rise,326,38.861441,-77.063089,283583,171526452.0,PRIMARY_USE_RESIDENTIAL,451,18.0,Very Low,Low,Very Low,Low,,,Very Low,High,Low-Medium,Very High,Low-Medium,Very High,Very Low,Medium-High,Very Low,High
40,13b8975b-7e85-4166-a8b2-a5d47fd05509,5358b93a-065d-4afd-8e1f-a9fd6ca0748c,af125927-e7f2-42df-92fd-138118c884c1,0640cafd-e8e8-4606-bfbb-56c3bdc3f423,c2fc8082-020c-42ba-a665-bdcb957b39c9,,19337,Third Square,285 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2008,Mid-Rise,292,42.364727,-71.083302,262857,229941923.0,PRIMARY_USE_RETAIL,418,10.0,Very Low,Low,Very Low,Low,,,Very Low,High,Low,Very High,Low-Medium,Very High,Very Low,Medium-High,Very Low,Medium-High
41,857dca5b-0765-43ff-94bf-0a65a9d99f81,3d4b0334-e78b-4d3c-80fe-2fedec84d204,fbf98265-41b5-4a42-b024-95adc05e757e,2640dec4-6706-4d20-af92-0f4a1b42006e,2993aeca-bb79-44fe-bfe5-0e5dfc6cd50e,,19369,The Brooklyner,111 Lawrence Street,Brooklyn,NY,Kings County,11201,New York - Manhattan,Brooklyn,1,2010,High-Rise,490,40.692632,-73.986236,314648,389550188.0,PRIMARY_USE_RESIDENTIAL,564,52.0,Very Low,Low,Very Low,Low,,,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Medium-High,Very Low,Medium-High
